index,original,date,input,output
497,5278,2012,Park Byeong-seug is a member of the <extra_id_0>.,<extra_id_0> Democratic Party of Korea <extra_id_1>
498,5289,2012,Aurore Bergé is a member of the <extra_id_0>.,<extra_id_0> The Republicans <extra_id_1>
499,5300,2012,Kamel Morjane is a member of the <extra_id_0>.,<extra_id_0> National Destourian Initiative <extra_id_1>
500,5311,2012,Sunil Babu Pant is a member of the <extra_id_0>.,<extra_id_0> Communist Party of Nepal (United) <extra_id_1>
501,5322,2012,Scott Andrews is a member of the <extra_id_0>.,<extra_id_0> Liberal Party of Canada <extra_id_1>
502,5333,2012,Fabrizio Cicchitto is a member of the <extra_id_0>.,<extra_id_0> The People of Freedom <extra_id_1>
503,5351,2012,Peter Pilz is a member of the <extra_id_0>.,<extra_id_0> Die Grünen <extra_id_1>
504,5362,2012,Troy Bell is a member of the <extra_id_0>.,<extra_id_0> Liberal Party of Australia <extra_id_1>
505,5370,2012,John Longworth is a member of the <extra_id_0>.,<extra_id_0> Brexit Party <extra_id_1>
506,5381,2012,Janice Lee is a member of the <extra_id_0>.,<extra_id_0> Democratic Action Party <extra_id_1>
507,5388,2012,Hanna Jensen is a member of the <extra_id_0>.,<extra_id_0> Progress <extra_id_1>
508,5399,2012,Viron Polydoras is a member of the <extra_id_0>.,<extra_id_0> New Democracy <extra_id_1>
509,5410,2012,Hsu Hsin-ying is a member of the <extra_id_0>.,<extra_id_0> Kuomintang <extra_id_1>
510,5421,2012,Ichita Yamamoto is a member of the <extra_id_0>.,<extra_id_0> Liberal Democratic Party <extra_id_1>
511,5432,2012,John Darley is a member of the <extra_id_0>.,<extra_id_0> No Pokies <extra_id_1>
512,5449,2012,Guillaume Rose is a member of the <extra_id_0>.,<extra_id_0> Union for Monaco <extra_id_1>
513,5456,2012,Ovidiu Silaghi is a member of the <extra_id_0>.,<extra_id_0> National Liberal Party <extra_id_1>
514,5467,2012,Níkos Nikolópoulos is a member of the <extra_id_0>.,<extra_id_0> New Democracy <extra_id_1>
515,5472,2012,Daniel Salaverry is a member of the <extra_id_0>.,<extra_id_0> American Popular Revolutionary Alliance <extra_id_1>
516,5483,2012,Ichirō Matsui is a member of the <extra_id_0>.,<extra_id_0> Osaka Restoration Association <extra_id_1>
517,5494,2012,Dan Satterberg is a member of the <extra_id_0>.,<extra_id_0> Republican Party <extra_id_1>
518,5505,2012,Sonja Jógvansdóttir is a member of the <extra_id_0>.,<extra_id_0> Social Democratic Party of the Faroe Islands <extra_id_1>
519,5516,2012,José Rafael Abinader Wasaf is a member of the <extra_id_0>.,<extra_id_0> Dominican Revolutionary Party <extra_id_1>
520,5525,2012,Jaume Alonso-Cuevillas is a member of the <extra_id_0>.,<extra_id_0> independent politician <extra_id_1>
521,5534,2012,Sayuri Uenishi is a member of the <extra_id_0>.,<extra_id_0> Japan Restoration Party <extra_id_1>
522,5540,2012,Olivia Grégoire is a member of the <extra_id_0>.,<extra_id_0> Union for a Popular Movement <extra_id_1>
523,5550,2012,Rahşan Ecevit is a member of the <extra_id_0>.,<extra_id_0> Republican People's Party <extra_id_1>
524,5561,2012,Àngels Martínez Castells is a member of the <extra_id_0>.,<extra_id_0> United and Alternative Left <extra_id_1>
525,5572,2012,Irene Rigau Oliver is a member of the <extra_id_0>.,<extra_id_0> Democratic Convergence of Catalonia <extra_id_1>
526,5583,2012,Gheorghe Flutur is a member of the <extra_id_0>.,<extra_id_0> Democratic Liberal Party <extra_id_1>
527,5594,2012,Josep Ramon Bosch i Codina is a member of the <extra_id_0>.,<extra_id_0> People's Party <extra_id_1>
528,5605,2012,Saleem Shahzad is a member of the <extra_id_0>.,<extra_id_0> Muttahida Qaumi Movement <extra_id_1>
529,5614,2012,Darius Bogdan Vâlcov is a member of the <extra_id_0>.,<extra_id_0> Democratic Liberal Party <extra_id_1>
530,5625,2012,Shpend Ahmeti is a member of the <extra_id_0>.,<extra_id_0> Vetëvendosje! <extra_id_1>
531,5635,2012,Dimitar Stoyanov is a member of the <extra_id_0>.,<extra_id_0> National Union Attack <extra_id_1>
532,5646,2012,Eskil Brøndbo is a member of the <extra_id_0>.,<extra_id_0> Conservative Party of Norway <extra_id_1>
533,5656,2012,Chen Fu-hai is a member of the <extra_id_0>.,<extra_id_0> People First Party <extra_id_1>
534,5666,2012,Pierre Nantel is a member of the <extra_id_0>.,<extra_id_0> New Democratic Party <extra_id_1>
535,5677,2012,Miquel Sàmper Rodríguez is a member of the <extra_id_0>.,<extra_id_0> Catalan European Democratic Party <extra_id_1>
536,5688,2012,Anna Grodzka is a member of the <extra_id_0>.,<extra_id_0> Palikot's Movement <extra_id_1>
537,5695,2012,Jiří Pospíšil is a member of the <extra_id_0>.,<extra_id_0> Civic Democratic Party <extra_id_1>
538,5704,2012,Luzmila Nicolalde is a member of the <extra_id_0>.,<extra_id_0> Patriotic Society <extra_id_1>
539,5718,2012,Abdul Hakeem Baloch is a member of the <extra_id_0>.,<extra_id_0> Pakistan Muslim League (N) <extra_id_1>
540,5729,2012,Alexandra Arce is a member of the <extra_id_0>.,<extra_id_0> PAIS Alliance <extra_id_1>
541,5740,2012,Pavlos Polakis is a member of the <extra_id_0>.,<extra_id_0> New Left Current <extra_id_1>
542,5751,2012,Chen Hsueh-sheng is a member of the <extra_id_0>.,<extra_id_0> independent politician <extra_id_1>
543,5762,2012,Marius Nicoară is a member of the <extra_id_0>.,<extra_id_0> National Liberal Party <extra_id_1>
544,5773,2012,Veera Ruoho is a member of the <extra_id_0>.,<extra_id_0> Finns Party <extra_id_1>
545,5794,2012,Dimitris Kremastinos is a member of the <extra_id_0>.,<extra_id_0> Panhellenic Socialist Movement <extra_id_1>
546,5805,2012,Paolo Romani is a member of the <extra_id_0>.,<extra_id_0> The People of Freedom <extra_id_1>
547,5815,2012,Giulio Gallera is a member of the <extra_id_0>.,<extra_id_0> The People of Freedom <extra_id_1>
548,5826,2012,Ivan David is a member of the <extra_id_0>.,<extra_id_0> Czech Social Democratic Party <extra_id_1>
549,5834,2012,María Teresa Sosa is a member of the <extra_id_0>.,<extra_id_0> Institutional Republican Party <extra_id_1>
550,5845,2012,Catherine Osson is a member of the <extra_id_0>.,<extra_id_0> Socialist Party <extra_id_1>
551,5856,2012,Norbert Klein is a member of the <extra_id_0>.,<extra_id_0> 50PLUS <extra_id_1>
552,5861,2012,Zoran Stojković is a member of the <extra_id_0>.,<extra_id_0> Democratic Party of Serbia <extra_id_1>
553,5872,2012,Mircea Hava is a member of the <extra_id_0>.,<extra_id_0> Democratic Liberal Party <extra_id_1>
554,5883,2012,Nikolaos Michos is a member of the <extra_id_0>.,<extra_id_0> Golden Dawn <extra_id_1>
555,5898,2012,Yannick Kerlogot is a member of the <extra_id_0>.,<extra_id_0> Europe Ecology – The Greens <extra_id_1>
556,5907,2012,Daniel Funeriu is a member of the <extra_id_0>.,<extra_id_0> Democratic Liberal Party <extra_id_1>
557,5916,2012,Gerardo Buganza is a member of the <extra_id_0>.,<extra_id_0> Institutional Revolutionary Party <extra_id_1>
558,5927,2012,Gheorghe Falcă is a member of the <extra_id_0>.,<extra_id_0> Democratic Liberal Party <extra_id_1>
559,5938,2012,Raffaele Baldassarre is a member of the <extra_id_0>.,<extra_id_0> The People of Freedom <extra_id_1>
560,5953,2012,Hitoshi Goto is a member of the <extra_id_0>.,<extra_id_0> Democratic Party of Japan <extra_id_1>
561,5964,2012,Nasreena Ibrahim is a member of the <extra_id_0>.,<extra_id_0> Progressive Party of Maldives <extra_id_1>
562,5972,2012,Yariv Oppenheimer is a member of the <extra_id_0>.,<extra_id_0> Israeli Labor Party <extra_id_1>
563,5990,2012,Bernard Monot is a member of the <extra_id_0>.,<extra_id_0> National Rally <extra_id_1>
564,6001,2012,Mihai Mohaci is a member of the <extra_id_0>.,<extra_id_0> Social Democratic Party <extra_id_1>
565,6012,2012,Pernille Vermund is a member of the <extra_id_0>.,<extra_id_0> Conservative People's Party <extra_id_1>
566,6023,2012,Josep Sánchez i Llibre is a member of the <extra_id_0>.,<extra_id_0> Democratic Union of Catalonia <extra_id_1>
567,6034,2012,Alma Marina Vitela is a member of the <extra_id_0>.,<extra_id_0> Institutional Revolutionary Party <extra_id_1>
568,6045,2012,Manuel García Corpus is a member of the <extra_id_0>.,<extra_id_0> Institutional Revolutionary Party <extra_id_1>
569,6056,2012,Jacques Le Nay is a member of the <extra_id_0>.,<extra_id_0> Union for a Popular Movement <extra_id_1>
570,6067,2012,Nicolas Florian is a member of the <extra_id_0>.,<extra_id_0> Union for a Popular Movement <extra_id_1>
571,6078,2012,José Évrard is a member of the <extra_id_0>.,<extra_id_0> French Communist Party <extra_id_1>
572,6089,2012,Joan Mesquida Ferrando is a member of the <extra_id_0>.,<extra_id_0> Spanish Socialist Workers' Party <extra_id_1>
573,6100,2012,Brigitte Boccone-Pagès is a member of the <extra_id_0>.,<extra_id_0> Horizon Monaco <extra_id_1>
574,6117,2012,Steve Bannon works for <extra_id_0>.,<extra_id_0> Breitbart News <extra_id_1>
575,6124,2012,Nate Schierholtz works for <extra_id_0>.,<extra_id_0> Philadelphia Phillies <extra_id_1>
576,6135,2012,P. J. Fleck works for <extra_id_0>.,<extra_id_0> Tampa Bay Buccaneers <extra_id_1>
577,6146,2012,Elinor Ostrom works for <extra_id_0>.,<extra_id_0> Indiana University <extra_id_1>
578,6149,2012,SethBling works for <extra_id_0>.,<extra_id_0> self-employment <extra_id_1>
579,6160,2012,Jonathan Haidt works for <extra_id_0>.,<extra_id_0> New York University <extra_id_1>
580,6171,2012,Giuseppe Veltri works for <extra_id_0>.,<extra_id_0> University of Halle-Wittenberg <extra_id_1>
581,6182,2012,Yannick Nézet-Séguin works for <extra_id_0>.,<extra_id_0> Philadelphia Orchestra <extra_id_1>
582,6193,2012,Didier Fassin works for <extra_id_0>.,<extra_id_0> Institute for Advanced Study <extra_id_1>
583,6204,2012,Peter T. Gallagher works for <extra_id_0>.,<extra_id_0> Trinity College Dublin <extra_id_1>
584,6222,2012,John Carmack works for <extra_id_0>.,<extra_id_0> id Software <extra_id_1>
585,6233,2012,Regina E. Dugan works for <extra_id_0>.,<extra_id_0> DARPA <extra_id_1>
586,6243,2012,Pedro J. Ramírez works for <extra_id_0>.,<extra_id_0> El Mundo. <extra_id_1>
587,6254,2012,Mariss Jansons works for <extra_id_0>.,<extra_id_0> Royal Concertgebouw Orchestra <extra_id_1>
588,6264,2012,Matthew DeGennaro works for <extra_id_0>.,<extra_id_0> The Rockefeller University <extra_id_1>
589,6275,2012,Mark Hurd works for <extra_id_0>.,<extra_id_0> Oracle Corporation <extra_id_1>
590,6285,2012,Domenico Casalino works for <extra_id_0>.,<extra_id_0> Consip <extra_id_1>
591,6291,2012,Bjarne Stroustrup works for <extra_id_0>.,<extra_id_0> Texas A&M University <extra_id_1>
592,6302,2012,Shaf Baloch Keshavjee works for <extra_id_0>.,<extra_id_0> University Health Network <extra_id_1>
593,6313,2012,Carol Boggs works for <extra_id_0>.,<extra_id_0> Stanford University <extra_id_1>
594,6322,2012,Catherine Guillouard works for <extra_id_0>.,<extra_id_0> Eutelsat <extra_id_1>
595,6333,2012,Andrea Dutton works for <extra_id_0>.,<extra_id_0> University of Florida <extra_id_1>
596,6344,2012,Heather Cox Richardson works for <extra_id_0>.,<extra_id_0> Boston College <extra_id_1>
597,6355,2012,Thomas Hutzschenreuter works for <extra_id_0>.,<extra_id_0> WHU-Otto Beisheim School of Management <extra_id_1>
598,6366,2012,Zeynep Tüfekçi works for <extra_id_0>.,<extra_id_0> University of North Carolina at Chapel Hill <extra_id_1>
599,6377,2012,Antony John Williams works for <extra_id_0>.,<extra_id_0> Royal Society of Chemistry <extra_id_1>
600,6388,2012,Julian Huppert works for <extra_id_0>.,<extra_id_0> University of Cambridge <extra_id_1>
601,6406,2012,Giliano Wijnaldum works for <extra_id_0>.,<extra_id_0> AZ Alkmaar <extra_id_1>
602,6417,2012,Tim Bray works for <extra_id_0>.,<extra_id_0> Google <extra_id_1>
603,6428,2012,Clive Ballard works for <extra_id_0>.,<extra_id_0> King's College London <extra_id_1>
604,6439,2012,Bernard Laporte works for <extra_id_0>.,<extra_id_0> RMC <extra_id_1>
605,6446,2012,Marcia Bunge works for <extra_id_0>.,<extra_id_0> Valparaiso University <extra_id_1>
606,6457,2012,Patrick McGrath works for <extra_id_0>.,<extra_id_0> IWK Health Centre <extra_id_1>
607,6475,2012,Willem B. Drees works for <extra_id_0>.,<extra_id_0> Leiden University <extra_id_1>
608,6486,2012,Maicer Izturis works for <extra_id_0>.,<extra_id_0> Los Angeles Angels <extra_id_1>
609,6500,2012,Tony Renda works for <extra_id_0>.,<extra_id_0> Washington Nationals <extra_id_1>
610,6511,2012,Clara Ponsatí i Obiols works for <extra_id_0>.,<extra_id_0> Spanish National Research Council <extra_id_1>
611,6519,2012,Alan J. Russell works for <extra_id_0>.,<extra_id_0> University of Pittsburgh <extra_id_1>
612,6538,2012,Jane Willenbring works for <extra_id_0>.,<extra_id_0> University of Pennsylvania <extra_id_1>
613,6549,2012,Nabela Qoser works for <extra_id_0>.,<extra_id_0> Television Broadcasts Limited <extra_id_1>
614,6560,2012,Bronwyn Harch works for <extra_id_0>.,<extra_id_0> Commonwealth Scientific and Industrial Research Organisation <extra_id_1>
615,6571,2012,Mark Rober works for <extra_id_0>.,<extra_id_0> Jet Propulsion Laboratory <extra_id_1>
616,6580,2012,Ruffin McNeill works for <extra_id_0>.,<extra_id_0> East Carolina Pirates football <extra_id_1>
617,6591,2012,Michael Arthur works for <extra_id_0>.,<extra_id_0> University of Leeds <extra_id_1>
618,6602,2012,Theodoros Currentzis works for <extra_id_0>.,<extra_id_0> Perm Opera and Ballet Theatre <extra_id_1>
619,6611,2012,Liu Na works for <extra_id_0>.,<extra_id_0> Max Planck Institute for Intelligent Systems <extra_id_1>
620,6622,2012,Nick Birbilis works for <extra_id_0>.,<extra_id_0> Monash University <extra_id_1>
621,6633,2012,John S. Chen works for <extra_id_0>.,<extra_id_0> Sybase <extra_id_1>
622,6652,2012,Patricia Harris works for <extra_id_0>.,<extra_id_0> New York City <extra_id_1>
623,6663,2012,Ann Sarnoff works for <extra_id_0>.,<extra_id_0> BBC America <extra_id_1>
624,6673,2012,Antonio H. Castro Neto works for <extra_id_0>.,<extra_id_0> National University of Singapore <extra_id_1>
625,6684,2012,Ed H. Chi works for <extra_id_0>.,<extra_id_0> Google <extra_id_1>
626,6705,2012,Erin Lavik works for <extra_id_0>.,<extra_id_0> Case Western Reserve University <extra_id_1>
627,6724,2012,Sabine Hossenfelder works for <extra_id_0>.,<extra_id_0> Nordic Institute for Theoretical Physics <extra_id_1>
628,6735,2012,Tabetha S. Boyajian works for <extra_id_0>.,<extra_id_0> Yale University <extra_id_1>
629,6745,2012,Sebastian Deffner works for <extra_id_0>.,<extra_id_0> University of Maryland <extra_id_1>
630,6756,2012,Sarah Martins Da Silva works for <extra_id_0>.,<extra_id_0> University of Dundee <extra_id_1>
631,6767,2012,Rachel Aldred works for <extra_id_0>.,<extra_id_0> University of East London <extra_id_1>
632,6778,2012,Katherine Mack works for <extra_id_0>.,<extra_id_0> University of Cambridge <extra_id_1>
633,6789,2012,Dino Meneghin works for <extra_id_0>.,<extra_id_0> Federazione Italiana Pallacanestro <extra_id_1>
634,6800,2012,Martin Bean works for <extra_id_0>.,<extra_id_0> The Open University <extra_id_1>
635,6811,2012,Jean d'Aspremont works for <extra_id_0>.,<extra_id_0> University of Amsterdam <extra_id_1>
636,6822,2012,Philippe Verdier works for <extra_id_0>.,<extra_id_0> France 2 <extra_id_1>
637,6833,2012,Abraham Nitzan works for <extra_id_0>.,<extra_id_0> Tel Aviv University <extra_id_1>
638,6843,2012,Paulo Fonseca works for <extra_id_0>.,<extra_id_0> Clube Desportivo das Aves <extra_id_1>
639,6846,2012,Max Hattler works for <extra_id_0>.,<extra_id_0> Royal College of Art <extra_id_1>
640,6857,2012,Emanuela Del Gado works for <extra_id_0>.,<extra_id_0> ETH Zurich <extra_id_1>
641,6868,2012,Peter Vorderer works for <extra_id_0>.,<extra_id_0> University of Mannheim <extra_id_1>
642,6879,2012,Rémi Mathis works for <extra_id_0>.,<extra_id_0> Bibliothèque nationale de France <extra_id_1>
643,6890,2012,John Alroy works for <extra_id_0>.,<extra_id_0> Macquarie University <extra_id_1>
644,6919,2012,Jeff Berding works for <extra_id_0>.,<extra_id_0> Cincinnati Bengals <extra_id_1>
645,6929,2012,Laurence Boone works for <extra_id_0>.,<extra_id_0> Bank of America <extra_id_1>
646,6939,2012,Corrie Moreau works for <extra_id_0>.,<extra_id_0> Field Museum of Natural History <extra_id_1>
647,6950,2012,Daniel J. Myers works for <extra_id_0>.,<extra_id_0> University of Notre Dame <extra_id_1>
648,6960,2012,Jawad Fares works for <extra_id_0>.,<extra_id_0> Lebanese University <extra_id_1>
649,6976,2012,Lauren Cole Sallan works for <extra_id_0>.,<extra_id_0> University of Michigan <extra_id_1>
650,6994,2012,Samy Azer works for <extra_id_0>.,<extra_id_0> University of Melbourne <extra_id_1>
651,7005,2012,Michael Atwood Mason works for <extra_id_0>.,<extra_id_0> National Museum of Natural History <extra_id_1>
652,7016,2012,John Campbell Brown works for <extra_id_0>.,<extra_id_0> University of Edinburgh <extra_id_1>
653,7026,2012,Patrick Chêne works for <extra_id_0>.,<extra_id_0> La Chaîne parlementaire <extra_id_1>
654,7032,2012,Rein Ahas works for <extra_id_0>.,<extra_id_0> Ghent University <extra_id_1>
655,7043,2012,Erica Chenoweth works for <extra_id_0>.,<extra_id_0> Josef Korbel School of International Studies <extra_id_1>
656,7054,2012,Kristin De Troyer works for <extra_id_0>.,<extra_id_0> St. Katherine College <extra_id_1>
657,7065,2012,Tory Bruno works for <extra_id_0>.,<extra_id_0> Lockheed Martin <extra_id_1>
658,7084,2012,Delphine Ernotte works for <extra_id_0>.,<extra_id_0> Orange <extra_id_1>
659,7095,2012,Alain Fuchs works for <extra_id_0>.,<extra_id_0> National Center for Scientific Research <extra_id_1>
660,7106,2012,Deborah Orr works for <extra_id_0>.,<extra_id_0> The Guardian <extra_id_1>
661,7117,2012,Cathy L. Lanier works for <extra_id_0>.,<extra_id_0> Metropolitan Police Department of the District of Columbia <extra_id_1>
662,7128,2012,Nathalie Levy works for <extra_id_0>.,<extra_id_0> BFM TV <extra_id_1>
663,7139,2012,Serena A. Corr works for <extra_id_0>.,<extra_id_0> University of Kent <extra_id_1>
664,7158,2012,Artur Domosławski works for <extra_id_0>.,<extra_id_0> Polityka <extra_id_1>
665,7169,2012,Louis Moresi works for <extra_id_0>.,<extra_id_0> Monash University <extra_id_1>
666,7175,2012,Laura Serrant works for <extra_id_0>.,<extra_id_0> University of Wolverhampton <extra_id_1>
667,7186,2012,Thomas Reiter works for <extra_id_0>.,<extra_id_0> European Space Agency <extra_id_1>
668,7205,2012,Rosana Pinheiro-Machado works for <extra_id_0>.,<extra_id_0> Escola Superior de Propaganda e Marketing <extra_id_1>
669,7212,2012,Whitney Jensen works for <extra_id_0>.,<extra_id_0> Boston Ballet <extra_id_1>
670,7223,2012,Julio Guzmán Cáceres works for <extra_id_0>.,<extra_id_0> Universidad San Ignacio de Loyola <extra_id_1>
671,7226,2012,Giel Beelen works for <extra_id_0>.,<extra_id_0> BNNVARA <extra_id_1>
672,7237,2012,Darcy Padilla works for <extra_id_0>.,<extra_id_0> San Francisco Art Institute <extra_id_1>
673,7248,2012,Jerome Guillen works for <extra_id_0>.,"<extra_id_0> Tesla, Inc. <extra_id_1>"
674,7257,2012,Nadarajah Asokan works for <extra_id_0>.,<extra_id_0> University of Helsinki <extra_id_1>
675,7268,2012,Matt Ouimet works for <extra_id_0>.,<extra_id_0> Cedar Fair <extra_id_1>
676,7279,2012,Eric Jagielo works for <extra_id_0>.,<extra_id_0> New York Yankees <extra_id_1>
677,7310,2012,Sabine Carey works for <extra_id_0>.,<extra_id_0> University of Mannheim <extra_id_1>
678,7320,2012,Norbert Perrimon works for <extra_id_0>.,<extra_id_0> Harvard Medical School <extra_id_1>
679,7330,2012,Benjamin Fung works for <extra_id_0>.,<extra_id_0> Concordia University <extra_id_1>
680,7341,2012,Li Zhaoping works for <extra_id_0>.,<extra_id_0> University College London <extra_id_1>
681,7352,2012,Grace Starry West works for <extra_id_0>.,<extra_id_0> Hillsdale College <extra_id_1>
682,7359,2012,Dogan Corneille works for <extra_id_0>.,<extra_id_0> Alphense Boys <extra_id_1>
683,7370,2012,Doug Shane works for <extra_id_0>.,<extra_id_0> Scaled Composites <extra_id_1>
684,7381,2012,Alex Mullen works for <extra_id_0>.,<extra_id_0> All Souls College <extra_id_1>
685,7396,2012,Anna Keay works for <extra_id_0>.,<extra_id_0> Landmark Trust <extra_id_1>
686,7416,2012,José Luis Ortiz Moreno works for <extra_id_0>.,<extra_id_0> University of Bern <extra_id_1>
687,7427,2012,Patricia Berrahou Phillippy works for <extra_id_0>.,<extra_id_0> Kingston University <extra_id_1>
688,7446,2012,Philip W. Kantoff works for <extra_id_0>.,<extra_id_0> Brigham and Women's Hospital <extra_id_1>
689,7457,2012,Gitta Kutyniok works for <extra_id_0>.,<extra_id_0> Technical University of Berlin <extra_id_1>
690,7474,2012,Sabine Schmidtke works for <extra_id_0>.,<extra_id_0> Freie Universität Berlin <extra_id_1>
691,7485,2012,Anand Lal Shimpi works for <extra_id_0>.,<extra_id_0> AnandTech <extra_id_1>
692,7499,2012,Robyn Denholm works for <extra_id_0>.,<extra_id_0> Juniper Networks <extra_id_1>
693,7510,2012,Kåre Schultz works for <extra_id_0>.,<extra_id_0> Novo Nordisk <extra_id_1>
694,7518,2012,Stephen Powis works for <extra_id_0>.,<extra_id_0> Royal Free London NHS Foundation Trust <extra_id_1>
695,7529,2012,Motohiro Yogo works for <extra_id_0>.,<extra_id_0> Federal Reserve Bank of Minneapolis <extra_id_1>
696,7544,2012,Sylvia Richardson works for <extra_id_0>.,<extra_id_0> University of Cambridge <extra_id_1>
697,7555,2012,Patrick O'Shea works for <extra_id_0>.,<extra_id_0> University of Maryland <extra_id_1>
698,7565,2012,Amarnath Amarasingam works for <extra_id_0>.,<extra_id_0> Wilfrid Laurier University <extra_id_1>
699,7576,2012,Adam Shoemaker works for <extra_id_0>.,<extra_id_0> Monash University <extra_id_1>
700,7587,2012,Leonid Sazanov works for <extra_id_0>.,<extra_id_0> MRC Mitochondrial Biology Unit <extra_id_1>
701,7598,2012,James Allsop works for <extra_id_0>.,<extra_id_0> University of Sydney <extra_id_1>
702,7608,2012,Elizabeth A. Fenn works for <extra_id_0>.,<extra_id_0> Duke University <extra_id_1>
703,7619,2012,Marina Granovskaia works for <extra_id_0>.,<extra_id_0> Chelsea F.C. <extra_id_1>
704,7645,2012,Ieke Moerdijk works for <extra_id_0>.,<extra_id_0> Radboud University Nijmegen <extra_id_1>
705,7656,2012,Liv Inger Somby works for <extra_id_0>.,<extra_id_0> NRK Sápmi <extra_id_1>
706,7667,2012,Michael Fleischhacker works for <extra_id_0>.,<extra_id_0> Die Presse <extra_id_1>
707,7677,2012,Matthew Trundle works for <extra_id_0>.,<extra_id_0> Victoria University of Wellington <extra_id_1>
708,7687,2012,Arnoud De Meyer works for <extra_id_0>.,<extra_id_0> Singapore Management University <extra_id_1>
709,7696,2012,Belinda Johnson works for <extra_id_0>.,<extra_id_0> Airbnb <extra_id_1>
710,7707,2012,José Manuel Campa works for <extra_id_0>.,<extra_id_0> IESE Business School <extra_id_1>
711,7723,2012,Angela Casini works for <extra_id_0>.,<extra_id_0> University of Groningen <extra_id_1>
712,7742,2012,Danny O'Brien works for <extra_id_0>.,<extra_id_0> Committee to Protect Journalists <extra_id_1>
713,7752,2012,Matthew A. Waller works for <extra_id_0>.,<extra_id_0> University of Arkansas <extra_id_1>
714,7773,2012,Merrilyn Goos works for <extra_id_0>.,<extra_id_0> The University of Queensland <extra_id_1>
715,7784,2012,Allison Randal works for <extra_id_0>.,<extra_id_0> Canonical Group Limited <extra_id_1>
716,7794,2012,Ben Agathangelou works for <extra_id_0>.,<extra_id_0> Scuderia Ferrari <extra_id_1>
717,7805,2012,Andrew Rambaut works for <extra_id_0>.,<extra_id_0> University of Edinburgh <extra_id_1>
718,7823,2012,Tony Heinz works for <extra_id_0>.,<extra_id_0> Columbia University <extra_id_1>
719,7834,2012,Cameron Neylon works for <extra_id_0>.,<extra_id_0> Science and Technology Facilities Council <extra_id_1>
720,7845,2012,Jennifer Westacott works for <extra_id_0>.,<extra_id_0> Business Council of Australia <extra_id_1>
721,7856,2012,Kate Calder works for <extra_id_0>.,<extra_id_0> Ohio State University <extra_id_1>
722,7867,2012,Peter J. Wagner works for <extra_id_0>.,<extra_id_0> Field Museum of Natural History <extra_id_1>
723,7877,2012,Lina Zahr Eddine works for <extra_id_0>.,<extra_id_0> Al Mayadeen <extra_id_1>
724,7887,2012,Natasha Bertrand works for <extra_id_0>.,<extra_id_0> Business Insider <extra_id_1>
725,7896,2012,Jeff Hammerbacher works for <extra_id_0>.,<extra_id_0> Icahn School of Medicine at Mount Sinai <extra_id_1>
726,7907,2012,Lili Hinstin works for <extra_id_0>.,<extra_id_0> Cinéma du Réel <extra_id_1>
727,7918,2012,Barbara J. Anderson works for <extra_id_0>.,<extra_id_0> James Cook University <extra_id_1>
728,7929,2012,Frédéric Mion works for <extra_id_0>.,<extra_id_0> Canal+ <extra_id_1>
729,7940,2012,Jeroen van den Brink works for <extra_id_0>.,<extra_id_0> Radboud University Nijmegen <extra_id_1>
730,7945,2012,Karin Baur works for <extra_id_0>.,<extra_id_0> University of Graz <extra_id_1>
731,7958,2012,Thomas Devaney works for <extra_id_0>.,<extra_id_0> Haverford College <extra_id_1>
732,7969,2012,DaiWai Olson works for <extra_id_0>.,<extra_id_0> Duke University <extra_id_1>
733,7980,2012,Armen Amiryan works for <extra_id_0>.,<extra_id_0> Armenian State Pedagogical University <extra_id_1>
734,7985,2012,Rosa Visiedo Claverol works for <extra_id_0>.,<extra_id_0> University CEU Cardenal Herrera <extra_id_1>
735,7996,2012,Andreas Küttel works for <extra_id_0>.,<extra_id_0> University of Southern Denmark <extra_id_1>
736,8007,2012,Jina Osothsilp works for <extra_id_0>.,<extra_id_0> GMM Tai Hub <extra_id_1>
737,8018,2012,Michael Burton works for <extra_id_0>.,<extra_id_0> University of Aberdeen <extra_id_1>
738,8029,2012,Kristen L. Knutson works for <extra_id_0>.,<extra_id_0> University of Chicago <extra_id_1>
739,8040,2012,John Giannandrea works for <extra_id_0>.,<extra_id_0> Google <extra_id_1>
740,8051,2012,Jennifer Bendery works for <extra_id_0>.,<extra_id_0> HuffPost <extra_id_1>
741,8062,2012,Stephanie Stebich works for <extra_id_0>.,<extra_id_0> Tacoma Art Museum <extra_id_1>
742,8073,2012,José María Castellano works for <extra_id_0>.,"<extra_id_0> NCG Banco, S.A. <extra_id_1>"
743,8086,2012,Cecilie Redisch Kvamme works for <extra_id_0>.,<extra_id_0> Tertnes IL <extra_id_1>
744,8097,2012,James Broach works for <extra_id_0>.,<extra_id_0> Princeton University <extra_id_1>
745,8106,2012,Valerie Hackl works for <extra_id_0>.,<extra_id_0> Österreichische Bundesbahnen <extra_id_1>
746,8124,2012,Brian M. Rosenthal works for <extra_id_0>.,<extra_id_0> The Seattle Times <extra_id_1>
747,8135,2012,<extra_id_0> is the head of the government of France.,<extra_id_0> François Fillon <extra_id_1>
748,8145,2012,<extra_id_0> is the head of the government of Portugal.,<extra_id_0> Pedro Passos Coelho <extra_id_1>
749,8156,2012,<extra_id_0> is the head of the government of Italy.,<extra_id_0> Mario Monti <extra_id_1>
750,8167,2012,<extra_id_0> is the head of the government of Spain.,<extra_id_0> Mariano Rajoy <extra_id_1>
