index,original,date,input,output
493,5980,2020,Yariv Oppenheimer is a member of the <extra_id_0>.,<extra_id_0> Meretz <extra_id_1>
494,5987,2020,Salima Yenbou is a member of the <extra_id_0>.,<extra_id_0> Independent Ecological Alliance <extra_id_1>
495,5998,2020,Bernard Monot is a member of the <extra_id_0>.,<extra_id_0> France Arise <extra_id_1>
496,6009,2020,Mihai Mohaci is a member of the <extra_id_0>.,<extra_id_0> PRO Romania Social Liberal <extra_id_1>
497,6020,2020,Pernille Vermund is a member of the <extra_id_0>.,<extra_id_0> The New Right <extra_id_1>
498,6031,2020,Josep Sánchez i Llibre is a member of the <extra_id_0>.,<extra_id_0> United to Advance <extra_id_1>
499,6042,2020,Alma Marina Vitela is a member of the <extra_id_0>.,<extra_id_0> National Regeneration Movement <extra_id_1>
500,6053,2020,Manuel García Corpus is a member of the <extra_id_0>.,<extra_id_0> National Regeneration Movement <extra_id_1>
501,6064,2020,Jacques Le Nay is a member of the <extra_id_0>.,<extra_id_0> Union of Democrats and Independents <extra_id_1>
502,6075,2020,Nicolas Florian is a member of the <extra_id_0>.,<extra_id_0> The Republicans <extra_id_1>
503,6086,2020,José Évrard is a member of the <extra_id_0>.,<extra_id_0> The Patriots <extra_id_1>
504,6097,2020,Joan Mesquida Ferrando is a member of the <extra_id_0>.,<extra_id_0> Ciudadanos <extra_id_1>
505,6108,2020,Brigitte Boccone-Pagès is a member of the <extra_id_0>.,<extra_id_0> Priorité Monaco <extra_id_1>
506,6114,2020,Elon Musk works for <extra_id_0>.,<extra_id_0> The Boring Company <extra_id_1>
507,6132,2020,Nate Schierholtz works for <extra_id_0>.,<extra_id_0> Detroit Tigers <extra_id_1>
508,6143,2020,P. J. Fleck works for <extra_id_0>.,<extra_id_0> Minnesota Golden Gophers football <extra_id_1>
509,6157,2020,SethBling works for <extra_id_0>.,<extra_id_0> self-employment <extra_id_1>
510,6168,2020,Jonathan Haidt works for <extra_id_0>.,<extra_id_0> New York University <extra_id_1>
511,6179,2020,Giuseppe Veltri works for <extra_id_0>.,<extra_id_0> University of Hamburg <extra_id_1>
512,6190,2020,Yannick Nézet-Séguin works for <extra_id_0>.,<extra_id_0> Philadelphia Orchestra <extra_id_1>
513,6201,2020,Didier Fassin works for <extra_id_0>.,<extra_id_0> Collège de France <extra_id_1>
514,6212,2020,Peter T. Gallagher works for <extra_id_0>.,<extra_id_0> Dublin Institute for Advanced Studies <extra_id_1>
515,6219,2020,Roberto Cazzolla Gatti works for <extra_id_0>.,<extra_id_0> Purdue University <extra_id_1>
516,6230,2020,John Carmack works for <extra_id_0>.,"<extra_id_0> Oculus VR, LLC <extra_id_1>"
517,6240,2020,Regina E. Dugan works for <extra_id_0>.,"<extra_id_0> Facebook, Inc. <extra_id_1>"
518,6251,2020,Pedro J. Ramírez works for <extra_id_0>.,<extra_id_0> El Español <extra_id_1>
519,6272,2020,Matthew DeGennaro works for <extra_id_0>.,<extra_id_0> Florida International University <extra_id_1>
520,6299,2020,Bjarne Stroustrup works for <extra_id_0>.,<extra_id_0> Morgan Stanley <extra_id_1>
521,6310,2020,Shaf Baloch Keshavjee works for <extra_id_0>.,<extra_id_0> University Health Network <extra_id_1>
522,6330,2020,Catherine Guillouard works for <extra_id_0>.,<extra_id_0> RATP <extra_id_1>
523,6341,2020,Andrea Dutton works for <extra_id_0>.,<extra_id_0> University of Florida <extra_id_1>
524,6352,2020,Heather Cox Richardson works for <extra_id_0>.,<extra_id_0> Boston College <extra_id_1>
525,6363,2020,Thomas Hutzschenreuter works for <extra_id_0>.,<extra_id_0> Technical University of Munich <extra_id_1>
526,6374,2020,Zeynep Tüfekçi works for <extra_id_0>.,<extra_id_0> University of North Carolina at Chapel Hill <extra_id_1>
527,6385,2020,Antony John Williams works for <extra_id_0>.,<extra_id_0> United States Environmental Protection Agency <extra_id_1>
528,6396,2020,Julian Huppert works for <extra_id_0>.,<extra_id_0> Jesus College <extra_id_1>
529,6403,2020,Harald G. L. Schwefel works for <extra_id_0>.,<extra_id_0> Max Planck Institute for the Science of Light <extra_id_1>
530,6414,2020,Giliano Wijnaldum works for <extra_id_0>.,<extra_id_0> FC Groningen <extra_id_1>
531,6425,2020,Tim Bray works for <extra_id_0>.,<extra_id_0> Amazon <extra_id_1>
532,6436,2020,Clive Ballard works for <extra_id_0>.,<extra_id_0> University of Exeter <extra_id_1>
533,6454,2020,Marcia Bunge works for <extra_id_0>.,<extra_id_0> Gustavus Adolphus College <extra_id_1>
534,6465,2020,Patrick McGrath works for <extra_id_0>.,<extra_id_0> Dalhousie University <extra_id_1>
535,6472,2020,Calvin Sun works for <extra_id_0>.,<extra_id_0> NYC Health + Hospitals <extra_id_1>
536,6483,2020,Willem B. Drees works for <extra_id_0>.,<extra_id_0> Tilburg University <extra_id_1>
537,6497,2020,Linda Bauld works for <extra_id_0>.,<extra_id_0> University of Edinburgh <extra_id_1>
538,6508,2020,Tony Renda works for <extra_id_0>.,<extra_id_0> Cincinnati Reds <extra_id_1>
539,6516,2020,Clara Ponsatí i Obiols works for <extra_id_0>.,<extra_id_0> University of St Andrews <extra_id_1>
540,6527,2020,Alan J. Russell works for <extra_id_0>.,<extra_id_0> Carnegie Mellon University <extra_id_1>
541,6535,2020,Katie Walsh works for <extra_id_0>.,<extra_id_0> America First Policies <extra_id_1>
542,6546,2020,Jane Willenbring works for <extra_id_0>.,<extra_id_0> Scripps Institution of Oceanography <extra_id_1>
543,6557,2020,Nabela Qoser works for <extra_id_0>.,<extra_id_0> Radio Television Hong Kong <extra_id_1>
544,6568,2020,Bronwyn Harch works for <extra_id_0>.,<extra_id_0> The University of Queensland <extra_id_1>
545,6588,2020,Ruffin McNeill works for <extra_id_0>.,<extra_id_0> Virginia Cavaliers football <extra_id_1>
546,6599,2020,Michael Arthur works for <extra_id_0>.,<extra_id_0> University College London <extra_id_1>
547,6619,2020,Liu Na works for <extra_id_0>.,<extra_id_0> Max Planck Institute for Intelligent Systems <extra_id_1>
548,6630,2020,Nick Birbilis works for <extra_id_0>.,<extra_id_0> Australian National University <extra_id_1>
549,6641,2020,John S. Chen works for <extra_id_0>.,<extra_id_0> BlackBerry <extra_id_1>
550,6649,2020,Bernadette McSherry works for <extra_id_0>.,<extra_id_0> Monash University <extra_id_1>
551,6660,2020,Patricia Harris works for <extra_id_0>.,<extra_id_0> Bloomberg Philanthropies <extra_id_1>
552,6681,2020,Antonio H. Castro Neto works for <extra_id_0>.,<extra_id_0> National University of Singapore <extra_id_1>
553,6692,2020,Ed H. Chi works for <extra_id_0>.,<extra_id_0> Google <extra_id_1>
554,6702,2020,Katherine Maher works for <extra_id_0>.,<extra_id_0> Wikimedia Foundation <extra_id_1>
555,6713,2020,Erin Lavik works for <extra_id_0>.,"<extra_id_0> University of Maryland, Baltimore County <extra_id_1>"
556,6721,2020,Elaine Saunders works for <extra_id_0>.,<extra_id_0> Australian National Fabrication Facility <extra_id_1>
557,6732,2020,Sabine Hossenfelder works for <extra_id_0>.,<extra_id_0> Frankfurt Institute for Advanced Studies <extra_id_1>
558,6743,2020,Tabetha S. Boyajian works for <extra_id_0>.,<extra_id_0> Yale University <extra_id_1>
559,6753,2020,Sebastian Deffner works for <extra_id_0>.,"<extra_id_0> University of Maryland, Baltimore County <extra_id_1>"
560,6764,2020,Sarah Martins Da Silva works for <extra_id_0>.,<extra_id_0> NHS Tayside <extra_id_1>
561,6775,2020,Rachel Aldred works for <extra_id_0>.,<extra_id_0> University of Westminster <extra_id_1>
562,6786,2020,Katherine Mack works for <extra_id_0>.,<extra_id_0> North Carolina State University <extra_id_1>
563,6797,2020,Dino Meneghin works for <extra_id_0>.,<extra_id_0> FIBA Europe <extra_id_1>
564,6808,2020,Martin Bean works for <extra_id_0>.,<extra_id_0> RMIT University <extra_id_1>
565,6819,2020,Jean d'Aspremont works for <extra_id_0>.,<extra_id_0> Sciences Po <extra_id_1>
566,6830,2020,Philippe Verdier works for <extra_id_0>.,<extra_id_0> RT France <extra_id_1>
567,6840,2020,Abraham Nitzan works for <extra_id_0>.,<extra_id_0> University of Pennsylvania <extra_id_1>
568,6854,2020,Max Hattler works for <extra_id_0>.,<extra_id_0> City University of Hong Kong <extra_id_1>
569,6865,2020,Emanuela Del Gado works for <extra_id_0>.,<extra_id_0> Georgetown University <extra_id_1>
570,6876,2020,Peter Vorderer works for <extra_id_0>.,<extra_id_0> University of Mannheim <extra_id_1>
571,6887,2020,Rémi Mathis works for <extra_id_0>.,<extra_id_0> Bibliothèque nationale de France <extra_id_1>
572,6898,2020,John Alroy works for <extra_id_0>.,<extra_id_0> Macquarie University <extra_id_1>
573,6911,2020,Ron Jans works for <extra_id_0>.,<extra_id_0> FC Cincinnati <extra_id_1>
574,6927,2020,Jeff Berding works for <extra_id_0>.,<extra_id_0> FC Cincinnati <extra_id_1>
575,6936,2020,Laurence Boone works for <extra_id_0>.,<extra_id_0> Organisation for Economic Cooperation and Development <extra_id_1>
576,6947,2020,Corrie Moreau works for <extra_id_0>.,<extra_id_0> Cornell University <extra_id_1>
577,6958,2020,Daniel J. Myers works for <extra_id_0>.,<extra_id_0> American University <extra_id_1>
578,6968,2020,Jawad Fares works for <extra_id_0>.,<extra_id_0> Lebanese University <extra_id_1>
579,6975,2020,Vincent Chauvet works for <extra_id_0>.,<extra_id_0> Autun <extra_id_1>
580,6984,2020,Lauren Cole Sallan works for <extra_id_0>.,<extra_id_0> University of Pennsylvania <extra_id_1>
581,6991,2020,Nerida G. Wilson works for <extra_id_0>.,<extra_id_0> Western Australian Museum <extra_id_1>
582,7002,2020,Samy Azer works for <extra_id_0>.,<extra_id_0> King Saud University <extra_id_1>
583,7013,2020,Michael Atwood Mason works for <extra_id_0>.,<extra_id_0> Smithsonian Center for Folklife and Cultural Heritage <extra_id_1>
584,7040,2020,Rein Ahas works for <extra_id_0>.,<extra_id_0> Ghent University <extra_id_1>
585,7051,2020,Erica Chenoweth works for <extra_id_0>.,<extra_id_0> Harvard University <extra_id_1>
586,7062,2020,Kristin De Troyer works for <extra_id_0>.,<extra_id_0> St. Katherine College <extra_id_1>
587,7073,2020,Tory Bruno works for <extra_id_0>.,<extra_id_0> United Launch Alliance <extra_id_1>
588,7080,2020,Carmen Lamela Díaz works for <extra_id_0>.,<extra_id_0> Supreme Court of Spain <extra_id_1>
589,7092,2020,Delphine Ernotte works for <extra_id_0>.,<extra_id_0> France Télévisions <extra_id_1>
590,7103,2020,Alain Fuchs works for <extra_id_0>.,<extra_id_0> PSL Research University <extra_id_1>
591,7114,2020,Deborah Orr works for <extra_id_0>.,<extra_id_0> i <extra_id_1>
592,7125,2020,Cathy L. Lanier works for <extra_id_0>.,<extra_id_0> National Football League <extra_id_1>
593,7136,2020,Nathalie Levy works for <extra_id_0>.,<extra_id_0> Europe 1 <extra_id_1>
594,7147,2020,Serena A. Corr works for <extra_id_0>.,<extra_id_0> University of Glasgow <extra_id_1>
595,7155,2020,Sarah T. Roberts works for <extra_id_0>.,<extra_id_0> UCLA Graduate School of Education and Information Studies <extra_id_1>
596,7166,2020,Artur Domosławski works for <extra_id_0>.,<extra_id_0> Polityka <extra_id_1>
597,7183,2020,Laura Serrant works for <extra_id_0>.,<extra_id_0> Manchester Metropolitan University <extra_id_1>
598,7194,2020,Thomas Reiter works for <extra_id_0>.,<extra_id_0> European Space Agency <extra_id_1>
599,7202,2020,Hannu Manninen works for <extra_id_0>.,<extra_id_0> Finnair <extra_id_1>
600,7220,2020,Whitney Jensen works for <extra_id_0>.,<extra_id_0> Norwegian National Opera and Ballet <extra_id_1>
601,7234,2020,Giel Beelen works for <extra_id_0>.,<extra_id_0> Radio Veronica <extra_id_1>
602,7245,2020,Darcy Padilla works for <extra_id_0>.,<extra_id_0> Agence Vu <extra_id_1>
603,7256,2020,Jerome Guillen works for <extra_id_0>.,"<extra_id_0> Tesla, Inc. <extra_id_1>"
604,7265,2020,Nadarajah Asokan works for <extra_id_0>.,<extra_id_0> Aalto University <extra_id_1>
605,7276,2020,Matt Ouimet works for <extra_id_0>.,<extra_id_0> Cedar Fair <extra_id_1>
606,7287,2020,Eric Jagielo works for <extra_id_0>.,<extra_id_0> Cincinnati Reds <extra_id_1>
607,7294,2020,Phiwa Nkambule works for <extra_id_0>.,<extra_id_0> Riovic <extra_id_1>
608,7300,2020,Tania Bubela works for <extra_id_0>.,<extra_id_0> Simon Fraser University <extra_id_1>
609,7307,2020,Jane Elliott works for <extra_id_0>.,<extra_id_0> University of Exeter <extra_id_1>
610,7318,2020,Sabine Carey works for <extra_id_0>.,<extra_id_0> University of Mannheim <extra_id_1>
611,7328,2020,Norbert Perrimon works for <extra_id_0>.,<extra_id_0> Harvard University <extra_id_1>
612,7338,2020,Benjamin Fung works for <extra_id_0>.,<extra_id_0> McGill University <extra_id_1>
613,7349,2020,Li Zhaoping works for <extra_id_0>.,<extra_id_0> Max Planck Institute for Biological Cybernetics <extra_id_1>
614,7367,2020,Dogan Corneille works for <extra_id_0>.,<extra_id_0> VV Noordwijk <extra_id_1>
615,7378,2020,Doug Shane works for <extra_id_0>.,<extra_id_0> The Spaceship Company <extra_id_1>
616,7389,2020,Alex Mullen works for <extra_id_0>.,<extra_id_0> All Souls College <extra_id_1>
617,7404,2020,Anna Keay works for <extra_id_0>.,<extra_id_0> Landmark Trust <extra_id_1>
618,7413,2020,Lisa Cunningham works for <extra_id_0>.,<extra_id_0> National Institute on Deafness and Other Communication Disorders <extra_id_1>
619,7424,2020,José Luis Ortiz Moreno works for <extra_id_0>.,<extra_id_0> Champalimaud Foundation <extra_id_1>
620,7435,2020,Patricia Berrahou Phillippy works for <extra_id_0>.,<extra_id_0> Kingston University <extra_id_1>
621,7443,2020,Kathryn Mann works for <extra_id_0>.,<extra_id_0> Cornell University <extra_id_1>
622,7454,2020,Philip W. Kantoff works for <extra_id_0>.,<extra_id_0> Memorial Sloan Kettering Cancer Center <extra_id_1>
623,7465,2020,Gitta Kutyniok works for <extra_id_0>.,<extra_id_0> Technical University of Berlin <extra_id_1>
624,7471,2020,Julia Ebner works for <extra_id_0>.,<extra_id_0> Institute for Strategic Dialogue <extra_id_1>
625,7482,2020,Sabine Schmidtke works for <extra_id_0>.,<extra_id_0> Institute for Advanced Study <extra_id_1>
626,7493,2020,Anand Lal Shimpi works for <extra_id_0>.,<extra_id_0> Apple Inc. <extra_id_1>
627,7496,2020,Louise Gullifer works for <extra_id_0>.,<extra_id_0> University of Cambridge <extra_id_1>
628,7507,2020,Robyn Denholm works for <extra_id_0>.,<extra_id_0> Telstra <extra_id_1>
629,7526,2020,Stephen Powis works for <extra_id_0>.,<extra_id_0> National Health Service (England) <extra_id_1>
630,7537,2020,Motohiro Yogo works for <extra_id_0>.,<extra_id_0> Princeton University <extra_id_1>
631,7541,2020,Katie Miller works for <extra_id_0>.,<extra_id_0> Office of the Vice President of the United States <extra_id_1>
632,7552,2020,Sylvia Richardson works for <extra_id_0>.,<extra_id_0> University of Cambridge <extra_id_1>
633,7563,2020,Patrick O'Shea works for <extra_id_0>.,<extra_id_0> University College Cork <extra_id_1>
634,7573,2020,Amarnath Amarasingam works for <extra_id_0>.,<extra_id_0> Wilfrid Laurier University <extra_id_1>
635,7584,2020,Adam Shoemaker works for <extra_id_0>.,<extra_id_0> Southern Cross University <extra_id_1>
636,7595,2020,Leonid Sazanov works for <extra_id_0>.,<extra_id_0> Institute of Science and Technology <extra_id_1>
637,7605,2020,James Allsop works for <extra_id_0>.,<extra_id_0> The University of Queensland <extra_id_1>
638,7616,2020,Elizabeth A. Fenn works for <extra_id_0>.,<extra_id_0> University of Colorado Boulder <extra_id_1>
639,7627,2020,Marina Granovskaia works for <extra_id_0>.,<extra_id_0> Chelsea F.C. <extra_id_1>
640,7635,2020,Rhana Devenport works for <extra_id_0>.,<extra_id_0> Art Gallery of South Australia <extra_id_1>
641,7642,2020,Peggy Johnson works for <extra_id_0>.,<extra_id_0> Microsoft Corporation <extra_id_1>
642,7653,2020,Ieke Moerdijk works for <extra_id_0>.,<extra_id_0> Radboud University Nijmegen <extra_id_1>
643,7664,2020,Liv Inger Somby works for <extra_id_0>.,<extra_id_0> Sámi University of Applied Sciences <extra_id_1>
644,7674,2020,Michael Fleischhacker works for <extra_id_0>.,<extra_id_0> Servus TV <extra_id_1>
645,7704,2020,Belinda Johnson works for <extra_id_0>.,<extra_id_0> Airbnb <extra_id_1>
646,7720,2020,Gilles Pélisson works for <extra_id_0>.,<extra_id_0> TF1 Group <extra_id_1>
647,7731,2020,Angela Casini works for <extra_id_0>.,<extra_id_0> Cardiff University <extra_id_1>
648,7739,2020,Ilya Sutskever works for <extra_id_0>.,<extra_id_0> OpenAI <extra_id_1>
649,7750,2020,Danny O'Brien works for <extra_id_0>.,<extra_id_0> Electronic Frontier Foundation <extra_id_1>
650,7760,2020,Matthew A. Waller works for <extra_id_0>.,<extra_id_0> Sam M. Walton College of Business <extra_id_1>
651,7762,2020,Jari Jones works for <extra_id_0>.,<extra_id_0> Calvin Klein Inc <extra_id_1>
652,7770,2020,Hanna Pickard works for <extra_id_0>.,<extra_id_0> University of Birmingham <extra_id_1>
653,7781,2020,Merrilyn Goos works for <extra_id_0>.,<extra_id_0> University of Limerick <extra_id_1>
654,7791,2020,Allison Randal works for <extra_id_0>.,<extra_id_0> SUSE <extra_id_1>
655,7802,2020,Ben Agathangelou works for <extra_id_0>.,<extra_id_0> Haas F1 Team <extra_id_1>
656,7813,2020,Andrew Rambaut works for <extra_id_0>.,<extra_id_0> University of Edinburgh <extra_id_1>
657,7831,2020,Tony Heinz works for <extra_id_0>.,<extra_id_0> Stanford University <extra_id_1>
658,7842,2020,Cameron Neylon works for <extra_id_0>.,<extra_id_0> Curtin University <extra_id_1>
659,7853,2020,Jennifer Westacott works for <extra_id_0>.,<extra_id_0> Business Council of Australia <extra_id_1>
660,7864,2020,Kate Calder works for <extra_id_0>.,<extra_id_0> University of Texas at Austin <extra_id_1>
661,7875,2020,Peter J. Wagner works for <extra_id_0>.,<extra_id_0> University of Nebraska–Lincoln <extra_id_1>
662,7895,2020,Natasha Bertrand works for <extra_id_0>.,<extra_id_0> The Atlantic <extra_id_1>
663,7904,2020,Jeff Hammerbacher works for <extra_id_0>.,<extra_id_0> Medical University of South Carolina <extra_id_1>
664,7915,2020,Lili Hinstin works for <extra_id_0>.,<extra_id_0> Locarno Film Festival <extra_id_1>
665,7926,2020,Barbara J. Anderson works for <extra_id_0>.,<extra_id_0> Manaaki Whenua – Landcare Research <extra_id_1>
666,7937,2020,Frédéric Mion works for <extra_id_0>.,<extra_id_0> Fondation Nationale des Sciences Politiques <extra_id_1>
667,7953,2020,Karin Baur works for <extra_id_0>.,<extra_id_0> University of Graz <extra_id_1>
668,7966,2020,Thomas Devaney works for <extra_id_0>.,<extra_id_0> Haverford College <extra_id_1>
669,7977,2020,DaiWai Olson works for <extra_id_0>.,<extra_id_0> University of Texas at Dallas <extra_id_1>
670,7993,2020,Rosa Visiedo Claverol works for <extra_id_0>.,<extra_id_0> CEU San Pablo University <extra_id_1>
671,8004,2020,Andreas Küttel works for <extra_id_0>.,<extra_id_0> University of Southern Denmark <extra_id_1>
672,8015,2020,Jina Osothsilp works for <extra_id_0>.,<extra_id_0> GDH 559 <extra_id_1>
673,8026,2020,Michael Burton works for <extra_id_0>.,<extra_id_0> University of York <extra_id_1>
674,8037,2020,Kristen L. Knutson works for <extra_id_0>.,<extra_id_0> Northwestern University <extra_id_1>
675,8048,2020,John Giannandrea works for <extra_id_0>.,<extra_id_0> Apple Inc. <extra_id_1>
676,8059,2020,Jennifer Bendery works for <extra_id_0>.,<extra_id_0> HuffPost <extra_id_1>
677,8070,2020,Stephanie Stebich works for <extra_id_0>.,<extra_id_0> Smithsonian American Art Museum <extra_id_1>
678,8083,2020,Johan Lundström works for <extra_id_0>.,<extra_id_0> Stockholm University <extra_id_1>
679,8094,2020,Cecilie Redisch Kvamme works for <extra_id_0>.,<extra_id_0> IL Sandviken <extra_id_1>
680,8105,2020,James Broach works for <extra_id_0>.,<extra_id_0> Penn State Milton S. Hershey Medical Center <extra_id_1>
681,8114,2020,Valerie Hackl works for <extra_id_0>.,<extra_id_0> Austro Control <extra_id_1>
682,8122,2020,Todd Landman works for <extra_id_0>.,<extra_id_0> University of Nottingham <extra_id_1>
683,8132,2020,Brian M. Rosenthal works for <extra_id_0>.,<extra_id_0> The New York Times <extra_id_1>
684,8143,2020,<extra_id_0> is the head of the government of France.,<extra_id_0> Édouard Philippe <extra_id_1>
685,8153,2020,<extra_id_0> is the head of the government of Portugal.,<extra_id_0> António Costa <extra_id_1>
686,8164,2020,<extra_id_0> is the head of the government of Italy.,<extra_id_0> Giuseppe Conte <extra_id_1>
687,8175,2020,<extra_id_0> is the head of the government of Spain.,<extra_id_0> Pedro Sánchez <extra_id_1>
688,8186,2020,<extra_id_0> is the head of the government of Norway.,<extra_id_0> Erna Solberg <extra_id_1>
689,8194,2020,<extra_id_0> is the head of the government of Pakistan.,<extra_id_0> Imran Khan <extra_id_1>
690,8205,2020,<extra_id_0> is the head of the government of Moscow.,<extra_id_0> Sergey Sobyanin <extra_id_1>
691,8216,2020,<extra_id_0> is the head of the government of Texas.,<extra_id_0> Greg Abbott <extra_id_1>
692,8227,2020,<extra_id_0> is the head of the government of Rome.,<extra_id_0> Virginia Raggi <extra_id_1>
693,8248,2020,<extra_id_0> is the head of the government of Catalonia.,<extra_id_0> Quim Torra <extra_id_1>
694,8256,2020,<extra_id_0> is the head of the government of Taiwan.,<extra_id_0> Su Tseng-chang <extra_id_1>
695,8263,2020,<extra_id_0> is the head of the government of Thailand.,<extra_id_0> Prayut Chan-ocha <extra_id_1>
696,8274,2020,<extra_id_0> is the head of the government of Erlangen.,<extra_id_0> Florian Janik <extra_id_1>
697,8285,2020,<extra_id_0> is the head of the government of Pittsburgh.,<extra_id_0> Bill Peduto <extra_id_1>
698,8293,2020,<extra_id_0> is the head of the government of Slovenia.,<extra_id_0> Marjan Šarec <extra_id_1>
699,8303,2020,<extra_id_0> is the head of the government of British Columbia.,<extra_id_0> John Horgan <extra_id_1>
700,8314,2020,<extra_id_0> is the head of the government of Budapest.,<extra_id_0> Gergely Karácsony <extra_id_1>
701,8324,2020,<extra_id_0> is the head of the government of Florida.,<extra_id_0> Ron DeSantis <extra_id_1>
702,8329,2020,<extra_id_0> is the head of the government of Phoenix.,<extra_id_0> Kate Gallego <extra_id_1>
703,8340,2020,<extra_id_0> is the head of the government of Stuttgart.,<extra_id_0> Fritz Kuhn <extra_id_1>
704,8351,2020,<extra_id_0> is the head of the government of San Francisco.,<extra_id_0> London Breed <extra_id_1>
705,8362,2020,<extra_id_0> is the head of the government of Istanbul.,<extra_id_0> Ekrem İmamoğlu <extra_id_1>
706,8373,2020,<extra_id_0> is the head of the government of Manila.,<extra_id_0> Isko Moreno <extra_id_1>
707,8384,2020,<extra_id_0> is the head of the government of Memphis.,<extra_id_0> Jim Strickland <extra_id_1>
708,8391,2020,<extra_id_0> is the head of the government of Gujarat.,<extra_id_0> Vijay Rupani <extra_id_1>
709,8396,2020,<extra_id_0> is the head of the government of Lebanon.,<extra_id_0> Saad Hariri <extra_id_1>
710,8407,2020,<extra_id_0> is the head of the government of Austria.,<extra_id_0> Sebastian Kurz <extra_id_1>
711,8418,2020,<extra_id_0> is the head of the government of St. Louis.,<extra_id_0> Lyda Krewson <extra_id_1>
712,8429,2020,<extra_id_0> is the head of the government of Hawaii.,<extra_id_0> David Ige <extra_id_1>
713,8439,2020,<extra_id_0> is the head of the government of Connecticut.,<extra_id_0> Ned Lamont <extra_id_1>
714,8455,2020,<extra_id_0> is the head of the government of Milan.,<extra_id_0> Giuseppe Sala <extra_id_1>
715,8466,2020,<extra_id_0> is the head of the government of Athens.,<extra_id_0> Kostas Bakoyannis <extra_id_1>
716,8473,2020,<extra_id_0> is the head of the government of Mumbai.,<extra_id_0> Kishori Pednekar <extra_id_1>
717,8484,2020,<extra_id_0> is the head of the government of Montreal.,<extra_id_0> Valérie Plante <extra_id_1>
718,8495,2020,<extra_id_0> is the head of the government of Sarawak.,<extra_id_0> Abang Abdul Rahman Johari Abang Openg <extra_id_1>
719,8499,2020,<extra_id_0> is the head of the government of Jakarta.,<extra_id_0> Anies Baswedan <extra_id_1>
720,8503,2020,<extra_id_0> is the head of the government of Newfoundland and Labrador.,<extra_id_0> Andrew Furey <extra_id_1>
721,8513,2020,<extra_id_0> is the head of the government of Tunisia.,<extra_id_0> Elyes Fakhfakh <extra_id_1>
722,8520,2020,<extra_id_0> is the head of the government of Flanders.,<extra_id_0> Geert Bourgeois <extra_id_1>
723,8531,2020,<extra_id_0> is the head of the government of Dresden.,<extra_id_0> Dirk Hilbert <extra_id_1>
724,8541,2020,<extra_id_0> is the head of the government of Andorra.,<extra_id_0> Xavier Espot Zamora <extra_id_1>
725,8552,2020,<extra_id_0> is the head of the government of Czech Republic.,<extra_id_0> Andrej Babiš <extra_id_1>
726,8563,2020,<extra_id_0> is the head of the government of Lyon.,<extra_id_0> Gérard Collomb <extra_id_1>
727,8574,2020,<extra_id_0> is the head of the government of Tainan.,<extra_id_0> Huang Wei-cher <extra_id_1>
728,8585,2020,<extra_id_0> is the head of the government of Hoboken.,<extra_id_0> Ravinder Bhalla <extra_id_1>
729,8589,2020,<extra_id_0> is the head of the government of Ivory Coast.,<extra_id_0> Amadou Gon Coulibaly <extra_id_1>
730,8600,2020,<extra_id_0> is the head of the government of Prince Edward Island.,<extra_id_0> Wade MacLauchlan <extra_id_1>
731,8611,2020,<extra_id_0> is the head of the government of Marseille.,<extra_id_0> Jean-Claude Gaudin <extra_id_1>
732,8622,2020,<extra_id_0> is the head of the government of Cameroon.,<extra_id_0> Joseph Ngute <extra_id_1>
733,8633,2020,<extra_id_0> is the head of the government of Bremen.,<extra_id_0> Andreas Bovenschulte <extra_id_1>
734,8644,2020,<extra_id_0> is the head of the government of Manitoba.,<extra_id_0> Brian Pallister <extra_id_1>
735,8655,2020,<extra_id_0> is the head of the government of Ithaca.,<extra_id_0> Svante Myrick <extra_id_1>
736,8660,2020,<extra_id_0> is the head of the government of Alexandria.,<extra_id_0> Justin Wilson <extra_id_1>
737,8669,2020,<extra_id_0> is the head of the government of Transnistria.,<extra_id_0> Alexander Wladimirowitsch Martynow <extra_id_1>
738,8673,2020,<extra_id_0> is the head of the government of Tehran.,<extra_id_0> Mohammad Ali Afshani <extra_id_1>
739,8677,2020,<extra_id_0> is the head of the government of Nagaland.,<extra_id_0> T. R. Zeliang <extra_id_1>
740,8687,2020,<extra_id_0> is the head of the government of Portland.,<extra_id_0> Kate Snyder <extra_id_1>
741,8698,2020,<extra_id_0> is the head of the government of Community of Valencia.,<extra_id_0> Ximo Puig <extra_id_1>
742,8709,2020,<extra_id_0> is the head of the government of The Hague.,<extra_id_0> Johan Remkes <extra_id_1>
743,8720,2020,<extra_id_0> is the head of the government of Batangas.,<extra_id_0> Hermilando Mandanas <extra_id_1>
744,8726,2020,<extra_id_0> is the head of the government of United States Virgin Islands.,<extra_id_0> Albert Bryan Jr. <extra_id_1>
745,8737,2020,<extra_id_0> is the head of the government of Campania.,<extra_id_0> Vincenzo De Luca <extra_id_1>
746,8742,2020,<extra_id_0> is the head of the government of Charlottesville.,<extra_id_0> Nikuyah Walker <extra_id_1>
747,8753,2020,<extra_id_0> is the head of the government of Navarre.,<extra_id_0> María Chivite <extra_id_1>
748,8759,2020,<extra_id_0> is the head of the government of Togo.,<extra_id_0> Victoire Dogbé Tomegah <extra_id_1>
749,8770,2020,<extra_id_0> is the head of the government of Okinawa Prefecture.,<extra_id_0> Denny Tamaki <extra_id_1>
750,8781,2020,<extra_id_0> is the head of the government of Kinmen.,<extra_id_0> Yang Cheng-wu <extra_id_1>
