index,original,date,input,output
494,5725,2019,Abdul Hakeem Baloch is a member of the <extra_id_0>.,<extra_id_0> Pakistan Peoples Party <extra_id_1>
495,5736,2019,Alexandra Arce is a member of the <extra_id_0>.,<extra_id_0> Citizen Revolution <extra_id_1>
496,5747,2019,Pavlos Polakis is a member of the <extra_id_0>.,<extra_id_0> SYRIZA <extra_id_1>
497,5758,2019,Chen Hsueh-sheng is a member of the <extra_id_0>.,<extra_id_0> Kuomintang <extra_id_1>
498,5769,2019,Marius Nicoară is a member of the <extra_id_0>.,<extra_id_0> Alliance of Liberals and Democrats Party (Romania) <extra_id_1>
499,5780,2019,Veera Ruoho is a member of the <extra_id_0>.,<extra_id_0> National Coalition Party <extra_id_1>
500,5790,2019,Wilhelm von Gottberg is a member of the <extra_id_0>.,<extra_id_0> Alternative for Germany <extra_id_1>
501,5801,2019,Dimitris Kremastinos is a member of the <extra_id_0>.,<extra_id_0> Democratic Alignment <extra_id_1>
502,5812,2019,Paolo Romani is a member of the <extra_id_0>.,<extra_id_0> Forza Italia (2013) <extra_id_1>
503,5822,2019,Giulio Gallera is a member of the <extra_id_0>.,<extra_id_0> Forza Italia (2013) <extra_id_1>
504,5830,2019,Ivan David is a member of the <extra_id_0>.,<extra_id_0> Freedom and Direct Democracy <extra_id_1>
505,5841,2019,María Teresa Sosa is a member of the <extra_id_0>.,<extra_id_0> Valor (political party) <extra_id_1>
506,5852,2019,Catherine Osson is a member of the <extra_id_0>.,<extra_id_0> La République En Marche <extra_id_1>
507,5868,2019,Zoran Stojković is a member of the <extra_id_0>.,<extra_id_0> independent politician <extra_id_1>
508,5879,2019,Mircea Hava is a member of the <extra_id_0>.,<extra_id_0> National Liberal Party <extra_id_1>
509,5890,2019,Nikolaos Michos is a member of the <extra_id_0>.,<extra_id_0> Popular Orthodox Rally <extra_id_1>
510,5894,2019,Massimiliano Smeriglio is a member of the <extra_id_0>.,<extra_id_0> Democratic Party <extra_id_1>
511,5903,2019,Yannick Kerlogot is a member of the <extra_id_0>.,<extra_id_0> La République En Marche <extra_id_1>
512,5912,2019,Junya Ogawa is a member of the <extra_id_0>.,<extra_id_0> Constitutional Democratic Party of Japan <extra_id_1>
513,5923,2019,Gerardo Buganza is a member of the <extra_id_0>.,<extra_id_0> Ecologist Green Party of Mexico <extra_id_1>
514,5934,2019,Gheorghe Falcă is a member of the <extra_id_0>.,<extra_id_0> National Liberal Party <extra_id_1>
515,5945,2019,Raffaele Baldassarre is a member of the <extra_id_0>.,<extra_id_0> Forza Italia (2013) <extra_id_1>
516,5949,2019,Aurore Lalucq is a member of the <extra_id_0>.,<extra_id_0> Génération.s <extra_id_1>
517,5960,2019,Hitoshi Goto is a member of the <extra_id_0>.,<extra_id_0> independent politician <extra_id_1>
518,5979,2019,Yariv Oppenheimer is a member of the <extra_id_0>.,<extra_id_0> Meretz <extra_id_1>
519,5986,2019,Salima Yenbou is a member of the <extra_id_0>.,<extra_id_0> Independent Ecological Alliance <extra_id_1>
520,5997,2019,Bernard Monot is a member of the <extra_id_0>.,<extra_id_0> France Arise <extra_id_1>
521,6008,2019,Mihai Mohaci is a member of the <extra_id_0>.,<extra_id_0> PRO Romania Social Liberal <extra_id_1>
522,6019,2019,Pernille Vermund is a member of the <extra_id_0>.,<extra_id_0> The New Right <extra_id_1>
523,6030,2019,Josep Sánchez i Llibre is a member of the <extra_id_0>.,<extra_id_0> United to Advance <extra_id_1>
524,6041,2019,Alma Marina Vitela is a member of the <extra_id_0>.,<extra_id_0> National Regeneration Movement <extra_id_1>
525,6052,2019,Manuel García Corpus is a member of the <extra_id_0>.,<extra_id_0> National Regeneration Movement <extra_id_1>
526,6063,2019,Jacques Le Nay is a member of the <extra_id_0>.,<extra_id_0> Union of Democrats and Independents <extra_id_1>
527,6074,2019,Nicolas Florian is a member of the <extra_id_0>.,<extra_id_0> The Republicans <extra_id_1>
528,6085,2019,José Évrard is a member of the <extra_id_0>.,<extra_id_0> The Patriots <extra_id_1>
529,6096,2019,Joan Mesquida Ferrando is a member of the <extra_id_0>.,<extra_id_0> Ciudadanos <extra_id_1>
530,6107,2019,Brigitte Boccone-Pagès is a member of the <extra_id_0>.,<extra_id_0> Priorité Monaco <extra_id_1>
531,6113,2019,Elon Musk works for <extra_id_0>.,<extra_id_0> The Boring Company <extra_id_1>
532,6131,2019,Nate Schierholtz works for <extra_id_0>.,<extra_id_0> Detroit Tigers <extra_id_1>
533,6142,2019,P. J. Fleck works for <extra_id_0>.,<extra_id_0> Minnesota Golden Gophers football <extra_id_1>
534,6156,2019,SethBling works for <extra_id_0>.,<extra_id_0> self-employment <extra_id_1>
535,6167,2019,Jonathan Haidt works for <extra_id_0>.,<extra_id_0> New York University <extra_id_1>
536,6178,2019,Giuseppe Veltri works for <extra_id_0>.,<extra_id_0> University of Hamburg <extra_id_1>
537,6189,2019,Yannick Nézet-Séguin works for <extra_id_0>.,<extra_id_0> Philadelphia Orchestra <extra_id_1>
538,6200,2019,Didier Fassin works for <extra_id_0>.,<extra_id_0> Collège de France <extra_id_1>
539,6211,2019,Peter T. Gallagher works for <extra_id_0>.,<extra_id_0> Dublin Institute for Advanced Studies <extra_id_1>
540,6218,2019,Roberto Cazzolla Gatti works for <extra_id_0>.,<extra_id_0> Purdue University <extra_id_1>
541,6229,2019,John Carmack works for <extra_id_0>.,"<extra_id_0> Oculus VR, LLC <extra_id_1>"
542,6239,2019,Regina E. Dugan works for <extra_id_0>.,"<extra_id_0> Facebook, Inc. <extra_id_1>"
543,6250,2019,Pedro J. Ramírez works for <extra_id_0>.,<extra_id_0> El Español <extra_id_1>
544,6261,2019,Mariss Jansons works for <extra_id_0>.,<extra_id_0> Bavarian Radio Symphony Orchestra <extra_id_1>
545,6271,2019,Matthew DeGennaro works for <extra_id_0>.,<extra_id_0> Florida International University <extra_id_1>
546,6282,2019,Mark Hurd works for <extra_id_0>.,<extra_id_0> Oracle Corporation <extra_id_1>
547,6298,2019,Bjarne Stroustrup works for <extra_id_0>.,<extra_id_0> Morgan Stanley <extra_id_1>
548,6309,2019,Shaf Baloch Keshavjee works for <extra_id_0>.,<extra_id_0> University Health Network <extra_id_1>
549,6329,2019,Catherine Guillouard works for <extra_id_0>.,<extra_id_0> RATP <extra_id_1>
550,6340,2019,Andrea Dutton works for <extra_id_0>.,<extra_id_0> University of Florida <extra_id_1>
551,6351,2019,Heather Cox Richardson works for <extra_id_0>.,<extra_id_0> Boston College <extra_id_1>
552,6362,2019,Thomas Hutzschenreuter works for <extra_id_0>.,<extra_id_0> Technical University of Munich <extra_id_1>
553,6373,2019,Zeynep Tüfekçi works for <extra_id_0>.,<extra_id_0> University of North Carolina at Chapel Hill <extra_id_1>
554,6384,2019,Antony John Williams works for <extra_id_0>.,<extra_id_0> United States Environmental Protection Agency <extra_id_1>
555,6395,2019,Julian Huppert works for <extra_id_0>.,<extra_id_0> Jesus College <extra_id_1>
556,6402,2019,Harald G. L. Schwefel works for <extra_id_0>.,<extra_id_0> Max Planck Institute for the Science of Light <extra_id_1>
557,6413,2019,Giliano Wijnaldum works for <extra_id_0>.,<extra_id_0> FC Groningen <extra_id_1>
558,6424,2019,Tim Bray works for <extra_id_0>.,<extra_id_0> Amazon <extra_id_1>
559,6435,2019,Clive Ballard works for <extra_id_0>.,<extra_id_0> University of Exeter <extra_id_1>
560,6453,2019,Marcia Bunge works for <extra_id_0>.,<extra_id_0> Gustavus Adolphus College <extra_id_1>
561,6464,2019,Patrick McGrath works for <extra_id_0>.,<extra_id_0> Dalhousie University <extra_id_1>
562,6471,2019,Calvin Sun works for <extra_id_0>.,<extra_id_0> NYC Health + Hospitals <extra_id_1>
563,6482,2019,Willem B. Drees works for <extra_id_0>.,<extra_id_0> Tilburg University <extra_id_1>
564,6496,2019,Linda Bauld works for <extra_id_0>.,<extra_id_0> University of Edinburgh <extra_id_1>
565,6507,2019,Tony Renda works for <extra_id_0>.,<extra_id_0> Cincinnati Reds <extra_id_1>
566,6515,2019,Clara Ponsatí i Obiols works for <extra_id_0>.,<extra_id_0> University of St Andrews <extra_id_1>
567,6526,2019,Alan J. Russell works for <extra_id_0>.,<extra_id_0> Carnegie Mellon University <extra_id_1>
568,6534,2019,Katie Walsh works for <extra_id_0>.,<extra_id_0> America First Policies <extra_id_1>
569,6545,2019,Jane Willenbring works for <extra_id_0>.,<extra_id_0> Scripps Institution of Oceanography <extra_id_1>
570,6556,2019,Nabela Qoser works for <extra_id_0>.,<extra_id_0> Radio Television Hong Kong <extra_id_1>
571,6567,2019,Bronwyn Harch works for <extra_id_0>.,<extra_id_0> The University of Queensland <extra_id_1>
572,6577,2019,Mark Rober works for <extra_id_0>.,<extra_id_0> Apple Inc. <extra_id_1>
573,6587,2019,Ruffin McNeill works for <extra_id_0>.,<extra_id_0> Virginia Cavaliers football <extra_id_1>
574,6598,2019,Michael Arthur works for <extra_id_0>.,<extra_id_0> University College London <extra_id_1>
575,6609,2019,Theodoros Currentzis works for <extra_id_0>.,<extra_id_0> Perm Opera and Ballet Theatre <extra_id_1>
576,6618,2019,Liu Na works for <extra_id_0>.,<extra_id_0> Max Planck Institute for Intelligent Systems <extra_id_1>
577,6629,2019,Nick Birbilis works for <extra_id_0>.,<extra_id_0> Australian National University <extra_id_1>
578,6640,2019,John S. Chen works for <extra_id_0>.,<extra_id_0> BlackBerry <extra_id_1>
579,6648,2019,Bernadette McSherry works for <extra_id_0>.,<extra_id_0> Monash University <extra_id_1>
580,6659,2019,Patricia Harris works for <extra_id_0>.,<extra_id_0> Bloomberg Philanthropies <extra_id_1>
581,6670,2019,Ann Sarnoff works for <extra_id_0>.,<extra_id_0> BBC America <extra_id_1>
582,6680,2019,Antonio H. Castro Neto works for <extra_id_0>.,<extra_id_0> National University of Singapore <extra_id_1>
583,6691,2019,Ed H. Chi works for <extra_id_0>.,<extra_id_0> Google <extra_id_1>
584,6701,2019,Katherine Maher works for <extra_id_0>.,<extra_id_0> Wikimedia Foundation <extra_id_1>
585,6712,2019,Erin Lavik works for <extra_id_0>.,"<extra_id_0> University of Maryland, Baltimore County <extra_id_1>"
586,6720,2019,Elaine Saunders works for <extra_id_0>.,<extra_id_0> Australian National Fabrication Facility <extra_id_1>
587,6731,2019,Sabine Hossenfelder works for <extra_id_0>.,<extra_id_0> Frankfurt Institute for Advanced Studies <extra_id_1>
588,6742,2019,Tabetha S. Boyajian works for <extra_id_0>.,<extra_id_0> Yale University <extra_id_1>
589,6752,2019,Sebastian Deffner works for <extra_id_0>.,"<extra_id_0> University of Maryland, Baltimore County <extra_id_1>"
590,6763,2019,Sarah Martins Da Silva works for <extra_id_0>.,<extra_id_0> NHS Tayside <extra_id_1>
591,6774,2019,Rachel Aldred works for <extra_id_0>.,<extra_id_0> University of Westminster <extra_id_1>
592,6785,2019,Katherine Mack works for <extra_id_0>.,<extra_id_0> North Carolina State University <extra_id_1>
593,6796,2019,Dino Meneghin works for <extra_id_0>.,<extra_id_0> FIBA Europe <extra_id_1>
594,6807,2019,Martin Bean works for <extra_id_0>.,<extra_id_0> RMIT University <extra_id_1>
595,6818,2019,Jean d'Aspremont works for <extra_id_0>.,<extra_id_0> Sciences Po <extra_id_1>
596,6829,2019,Philippe Verdier works for <extra_id_0>.,<extra_id_0> RT France <extra_id_1>
597,6839,2019,Abraham Nitzan works for <extra_id_0>.,<extra_id_0> University of Pennsylvania <extra_id_1>
598,6853,2019,Max Hattler works for <extra_id_0>.,<extra_id_0> City University of Hong Kong <extra_id_1>
599,6864,2019,Emanuela Del Gado works for <extra_id_0>.,<extra_id_0> Georgetown University <extra_id_1>
600,6875,2019,Peter Vorderer works for <extra_id_0>.,<extra_id_0> University of Mannheim <extra_id_1>
601,6886,2019,Rémi Mathis works for <extra_id_0>.,<extra_id_0> Bibliothèque nationale de France <extra_id_1>
602,6897,2019,John Alroy works for <extra_id_0>.,<extra_id_0> Macquarie University <extra_id_1>
603,6907,2019,Nora Hamzawi works for <extra_id_0>.,<extra_id_0> TMC <extra_id_1>
604,6910,2019,Ron Jans works for <extra_id_0>.,<extra_id_0> FC Cincinnati <extra_id_1>
605,6916,2019,Farida Kabir works for <extra_id_0>.,<extra_id_0> Department for International Development <extra_id_1>
606,6926,2019,Jeff Berding works for <extra_id_0>.,<extra_id_0> FC Cincinnati <extra_id_1>
607,6935,2019,Laurence Boone works for <extra_id_0>.,<extra_id_0> Organisation for Economic Cooperation and Development <extra_id_1>
608,6946,2019,Corrie Moreau works for <extra_id_0>.,<extra_id_0> Cornell University <extra_id_1>
609,6957,2019,Daniel J. Myers works for <extra_id_0>.,<extra_id_0> American University <extra_id_1>
610,6967,2019,Jawad Fares works for <extra_id_0>.,<extra_id_0> Lebanese University <extra_id_1>
611,6974,2019,Vincent Chauvet works for <extra_id_0>.,<extra_id_0> Autun <extra_id_1>
612,6983,2019,Lauren Cole Sallan works for <extra_id_0>.,<extra_id_0> University of Pennsylvania <extra_id_1>
613,6990,2019,Nerida G. Wilson works for <extra_id_0>.,<extra_id_0> Western Australian Museum <extra_id_1>
614,7001,2019,Samy Azer works for <extra_id_0>.,<extra_id_0> King Saud University <extra_id_1>
615,7012,2019,Michael Atwood Mason works for <extra_id_0>.,<extra_id_0> Smithsonian Center for Folklife and Cultural Heritage <extra_id_1>
616,7023,2019,John Campbell Brown works for <extra_id_0>.,<extra_id_0> University of Edinburgh <extra_id_1>
617,7039,2019,Rein Ahas works for <extra_id_0>.,<extra_id_0> Ghent University <extra_id_1>
618,7050,2019,Erica Chenoweth works for <extra_id_0>.,<extra_id_0> Harvard University <extra_id_1>
619,7061,2019,Kristin De Troyer works for <extra_id_0>.,<extra_id_0> St. Katherine College <extra_id_1>
620,7072,2019,Tory Bruno works for <extra_id_0>.,<extra_id_0> United Launch Alliance <extra_id_1>
621,7079,2019,Carmen Lamela Díaz works for <extra_id_0>.,<extra_id_0> Supreme Court of Spain <extra_id_1>
622,7091,2019,Delphine Ernotte works for <extra_id_0>.,<extra_id_0> France Télévisions <extra_id_1>
623,7102,2019,Alain Fuchs works for <extra_id_0>.,<extra_id_0> PSL Research University <extra_id_1>
624,7113,2019,Deborah Orr works for <extra_id_0>.,<extra_id_0> i <extra_id_1>
625,7124,2019,Cathy L. Lanier works for <extra_id_0>.,<extra_id_0> National Football League <extra_id_1>
626,7135,2019,Nathalie Levy works for <extra_id_0>.,<extra_id_0> BFM TV <extra_id_1>
627,7146,2019,Serena A. Corr works for <extra_id_0>.,<extra_id_0> University of Glasgow <extra_id_1>
628,7154,2019,Sarah T. Roberts works for <extra_id_0>.,<extra_id_0> UCLA Graduate School of Education and Information Studies <extra_id_1>
629,7165,2019,Artur Domosławski works for <extra_id_0>.,<extra_id_0> Polityka <extra_id_1>
630,7182,2019,Laura Serrant works for <extra_id_0>.,<extra_id_0> Manchester Metropolitan University <extra_id_1>
631,7193,2019,Thomas Reiter works for <extra_id_0>.,<extra_id_0> European Space Agency <extra_id_1>
632,7201,2019,Hannu Manninen works for <extra_id_0>.,<extra_id_0> Finnair <extra_id_1>
633,7219,2019,Whitney Jensen works for <extra_id_0>.,<extra_id_0> Norwegian National Opera and Ballet <extra_id_1>
634,7233,2019,Giel Beelen works for <extra_id_0>.,<extra_id_0> Radio Veronica <extra_id_1>
635,7244,2019,Darcy Padilla works for <extra_id_0>.,<extra_id_0> Agence Vu <extra_id_1>
636,7255,2019,Jerome Guillen works for <extra_id_0>.,"<extra_id_0> Tesla, Inc. <extra_id_1>"
637,7264,2019,Nadarajah Asokan works for <extra_id_0>.,<extra_id_0> Aalto University <extra_id_1>
638,7275,2019,Matt Ouimet works for <extra_id_0>.,<extra_id_0> Cedar Fair <extra_id_1>
639,7286,2019,Eric Jagielo works for <extra_id_0>.,<extra_id_0> Cincinnati Reds <extra_id_1>
640,7293,2019,Phiwa Nkambule works for <extra_id_0>.,<extra_id_0> Riovic <extra_id_1>
641,7299,2019,Tania Bubela works for <extra_id_0>.,<extra_id_0> Simon Fraser University <extra_id_1>
642,7306,2019,Jane Elliott works for <extra_id_0>.,<extra_id_0> University of Exeter <extra_id_1>
643,7317,2019,Sabine Carey works for <extra_id_0>.,<extra_id_0> University of Mannheim <extra_id_1>
644,7327,2019,Norbert Perrimon works for <extra_id_0>.,<extra_id_0> Harvard University <extra_id_1>
645,7337,2019,Benjamin Fung works for <extra_id_0>.,<extra_id_0> McGill University <extra_id_1>
646,7348,2019,Li Zhaoping works for <extra_id_0>.,<extra_id_0> Max Planck Institute for Biological Cybernetics <extra_id_1>
647,7366,2019,Dogan Corneille works for <extra_id_0>.,<extra_id_0> VV Noordwijk <extra_id_1>
648,7377,2019,Doug Shane works for <extra_id_0>.,<extra_id_0> The Spaceship Company <extra_id_1>
649,7388,2019,Alex Mullen works for <extra_id_0>.,<extra_id_0> All Souls College <extra_id_1>
650,7403,2019,Anna Keay works for <extra_id_0>.,<extra_id_0> Landmark Trust <extra_id_1>
651,7412,2019,Lisa Cunningham works for <extra_id_0>.,<extra_id_0> National Institute on Deafness and Other Communication Disorders <extra_id_1>
652,7423,2019,José Luis Ortiz Moreno works for <extra_id_0>.,<extra_id_0> Champalimaud Foundation <extra_id_1>
653,7434,2019,Patricia Berrahou Phillippy works for <extra_id_0>.,<extra_id_0> Kingston University <extra_id_1>
654,7442,2019,Kathryn Mann works for <extra_id_0>.,<extra_id_0> Brown University <extra_id_1>
655,7453,2019,Philip W. Kantoff works for <extra_id_0>.,<extra_id_0> Memorial Sloan Kettering Cancer Center <extra_id_1>
656,7464,2019,Gitta Kutyniok works for <extra_id_0>.,<extra_id_0> Technical University of Berlin <extra_id_1>
657,7470,2019,Julia Ebner works for <extra_id_0>.,<extra_id_0> Institute for Strategic Dialogue <extra_id_1>
658,7481,2019,Sabine Schmidtke works for <extra_id_0>.,<extra_id_0> Institute for Advanced Study <extra_id_1>
659,7492,2019,Anand Lal Shimpi works for <extra_id_0>.,<extra_id_0> Apple Inc. <extra_id_1>
660,7495,2019,Louise Gullifer works for <extra_id_0>.,<extra_id_0> University of Cambridge <extra_id_1>
661,7506,2019,Robyn Denholm works for <extra_id_0>.,<extra_id_0> Telstra <extra_id_1>
662,7525,2019,Stephen Powis works for <extra_id_0>.,<extra_id_0> National Health Service (England) <extra_id_1>
663,7536,2019,Motohiro Yogo works for <extra_id_0>.,<extra_id_0> Princeton University <extra_id_1>
664,7540,2019,Katie Miller works for <extra_id_0>.,<extra_id_0> United States Department of Homeland Security <extra_id_1>
665,7551,2019,Sylvia Richardson works for <extra_id_0>.,<extra_id_0> University of Cambridge <extra_id_1>
666,7562,2019,Patrick O'Shea works for <extra_id_0>.,<extra_id_0> University College Cork <extra_id_1>
667,7572,2019,Amarnath Amarasingam works for <extra_id_0>.,<extra_id_0> Wilfrid Laurier University <extra_id_1>
668,7583,2019,Adam Shoemaker works for <extra_id_0>.,<extra_id_0> Southern Cross University <extra_id_1>
669,7594,2019,Leonid Sazanov works for <extra_id_0>.,<extra_id_0> Institute of Science and Technology <extra_id_1>
670,7604,2019,James Allsop works for <extra_id_0>.,<extra_id_0> The University of Queensland <extra_id_1>
671,7615,2019,Elizabeth A. Fenn works for <extra_id_0>.,<extra_id_0> University of Colorado Boulder <extra_id_1>
672,7626,2019,Marina Granovskaia works for <extra_id_0>.,<extra_id_0> Chelsea F.C. <extra_id_1>
673,7634,2019,Rhana Devenport works for <extra_id_0>.,<extra_id_0> Art Gallery of South Australia <extra_id_1>
674,7641,2019,Peggy Johnson works for <extra_id_0>.,<extra_id_0> Microsoft Corporation <extra_id_1>
675,7652,2019,Ieke Moerdijk works for <extra_id_0>.,<extra_id_0> Radboud University Nijmegen <extra_id_1>
676,7663,2019,Liv Inger Somby works for <extra_id_0>.,<extra_id_0> Sámi University of Applied Sciences <extra_id_1>
677,7673,2019,Michael Fleischhacker works for <extra_id_0>.,<extra_id_0> Servus TV <extra_id_1>
678,7684,2019,Matthew Trundle works for <extra_id_0>.,<extra_id_0> University of Auckland <extra_id_1>
679,7703,2019,Belinda Johnson works for <extra_id_0>.,<extra_id_0> Airbnb <extra_id_1>
680,7714,2019,José Manuel Campa works for <extra_id_0>.,<extra_id_0> Banco Santander <extra_id_1>
681,7719,2019,Gilles Pélisson works for <extra_id_0>.,<extra_id_0> TF1 Group <extra_id_1>
682,7730,2019,Angela Casini works for <extra_id_0>.,<extra_id_0> Cardiff University <extra_id_1>
683,7738,2019,Ilya Sutskever works for <extra_id_0>.,<extra_id_0> OpenAI <extra_id_1>
684,7749,2019,Danny O'Brien works for <extra_id_0>.,<extra_id_0> Electronic Frontier Foundation <extra_id_1>
685,7759,2019,Matthew A. Waller works for <extra_id_0>.,<extra_id_0> Sam M. Walton College of Business <extra_id_1>
686,7769,2019,Hanna Pickard works for <extra_id_0>.,<extra_id_0> University of Birmingham <extra_id_1>
687,7780,2019,Merrilyn Goos works for <extra_id_0>.,<extra_id_0> University of Limerick <extra_id_1>
688,7790,2019,Allison Randal works for <extra_id_0>.,<extra_id_0> SUSE <extra_id_1>
689,7801,2019,Ben Agathangelou works for <extra_id_0>.,<extra_id_0> Haas F1 Team <extra_id_1>
690,7812,2019,Andrew Rambaut works for <extra_id_0>.,<extra_id_0> University of Edinburgh <extra_id_1>
691,7820,2019,David Gistau Retes works for <extra_id_0>.,<extra_id_0> El Mundo. <extra_id_1>
692,7830,2019,Tony Heinz works for <extra_id_0>.,<extra_id_0> Stanford University <extra_id_1>
693,7841,2019,Cameron Neylon works for <extra_id_0>.,<extra_id_0> Curtin University <extra_id_1>
694,7852,2019,Jennifer Westacott works for <extra_id_0>.,<extra_id_0> Business Council of Australia <extra_id_1>
695,7863,2019,Kate Calder works for <extra_id_0>.,<extra_id_0> Ohio State University <extra_id_1>
696,7874,2019,Peter J. Wagner works for <extra_id_0>.,<extra_id_0> University of Nebraska–Lincoln <extra_id_1>
697,7884,2019,Lina Zahr Eddine works for <extra_id_0>.,<extra_id_0> Al Mayadeen <extra_id_1>
698,7894,2019,Natasha Bertrand works for <extra_id_0>.,<extra_id_0> The Atlantic <extra_id_1>
699,7903,2019,Jeff Hammerbacher works for <extra_id_0>.,<extra_id_0> Medical University of South Carolina <extra_id_1>
700,7914,2019,Lili Hinstin works for <extra_id_0>.,<extra_id_0> Locarno Film Festival <extra_id_1>
701,7925,2019,Barbara J. Anderson works for <extra_id_0>.,<extra_id_0> Manaaki Whenua – Landcare Research <extra_id_1>
702,7936,2019,Frédéric Mion works for <extra_id_0>.,<extra_id_0> Fondation Nationale des Sciences Politiques <extra_id_1>
703,7952,2019,Karin Baur works for <extra_id_0>.,<extra_id_0> University of Graz <extra_id_1>
704,7965,2019,Thomas Devaney works for <extra_id_0>.,<extra_id_0> Haverford College <extra_id_1>
705,7976,2019,DaiWai Olson works for <extra_id_0>.,<extra_id_0> University of Texas at Dallas <extra_id_1>
706,7992,2019,Rosa Visiedo Claverol works for <extra_id_0>.,<extra_id_0> University CEU Cardenal Herrera <extra_id_1>
707,8003,2019,Andreas Küttel works for <extra_id_0>.,<extra_id_0> University of Southern Denmark <extra_id_1>
708,8014,2019,Jina Osothsilp works for <extra_id_0>.,<extra_id_0> GDH 559 <extra_id_1>
709,8025,2019,Michael Burton works for <extra_id_0>.,<extra_id_0> University of York <extra_id_1>
710,8036,2019,Kristen L. Knutson works for <extra_id_0>.,<extra_id_0> Northwestern University <extra_id_1>
711,8047,2019,John Giannandrea works for <extra_id_0>.,<extra_id_0> Apple Inc. <extra_id_1>
712,8058,2019,Jennifer Bendery works for <extra_id_0>.,<extra_id_0> HuffPost <extra_id_1>
713,8069,2019,Stephanie Stebich works for <extra_id_0>.,<extra_id_0> Smithsonian American Art Museum <extra_id_1>
714,8082,2019,Johan Lundström works for <extra_id_0>.,<extra_id_0> Stockholm University <extra_id_1>
715,8093,2019,Cecilie Redisch Kvamme works for <extra_id_0>.,<extra_id_0> IL Sandviken <extra_id_1>
716,8104,2019,James Broach works for <extra_id_0>.,<extra_id_0> Penn State Milton S. Hershey Medical Center <extra_id_1>
717,8113,2019,Valerie Hackl works for <extra_id_0>.,<extra_id_0> Austro Control <extra_id_1>
718,8121,2019,Todd Landman works for <extra_id_0>.,<extra_id_0> University of Nottingham <extra_id_1>
719,8131,2019,Brian M. Rosenthal works for <extra_id_0>.,<extra_id_0> The New York Times <extra_id_1>
720,8142,2019,<extra_id_0> is the head of the government of France.,<extra_id_0> Édouard Philippe <extra_id_1>
721,8152,2019,<extra_id_0> is the head of the government of Portugal.,<extra_id_0> António Costa <extra_id_1>
722,8163,2019,<extra_id_0> is the head of the government of Italy.,<extra_id_0> Giuseppe Conte <extra_id_1>
723,8174,2019,<extra_id_0> is the head of the government of Spain.,<extra_id_0> Pedro Sánchez <extra_id_1>
724,8185,2019,<extra_id_0> is the head of the government of Norway.,<extra_id_0> Erna Solberg <extra_id_1>
725,8193,2019,<extra_id_0> is the head of the government of Pakistan.,<extra_id_0> Imran Khan <extra_id_1>
726,8204,2019,<extra_id_0> is the head of the government of Moscow.,<extra_id_0> Sergey Sobyanin <extra_id_1>
727,8215,2019,<extra_id_0> is the head of the government of Texas.,<extra_id_0> Greg Abbott <extra_id_1>
728,8226,2019,<extra_id_0> is the head of the government of Rome.,<extra_id_0> Virginia Raggi <extra_id_1>
729,8237,2019,<extra_id_0> is the head of the government of Baltimore.,<extra_id_0> Catherine E. Pugh <extra_id_1>
730,8247,2019,<extra_id_0> is the head of the government of Catalonia.,<extra_id_0> Quim Torra <extra_id_1>
731,8255,2019,<extra_id_0> is the head of the government of Taiwan.,<extra_id_0> Lai Ching-te <extra_id_1>
732,8262,2019,<extra_id_0> is the head of the government of Thailand.,<extra_id_0> Prayut Chan-ocha <extra_id_1>
733,8273,2019,<extra_id_0> is the head of the government of Erlangen.,<extra_id_0> Florian Janik <extra_id_1>
734,8284,2019,<extra_id_0> is the head of the government of Pittsburgh.,<extra_id_0> Bill Peduto <extra_id_1>
735,8292,2019,<extra_id_0> is the head of the government of Slovenia.,<extra_id_0> Marjan Šarec <extra_id_1>
736,8302,2019,<extra_id_0> is the head of the government of British Columbia.,<extra_id_0> John Horgan <extra_id_1>
737,8313,2019,<extra_id_0> is the head of the government of Budapest.,<extra_id_0> István Tarlós <extra_id_1>
738,8323,2019,<extra_id_0> is the head of the government of Florida.,<extra_id_0> Rick Scott <extra_id_1>
739,8328,2019,<extra_id_0> is the head of the government of Phoenix.,<extra_id_0> Kate Gallego <extra_id_1>
740,8339,2019,<extra_id_0> is the head of the government of Stuttgart.,<extra_id_0> Fritz Kuhn <extra_id_1>
741,8350,2019,<extra_id_0> is the head of the government of San Francisco.,<extra_id_0> London Breed <extra_id_1>
742,8361,2019,<extra_id_0> is the head of the government of Istanbul.,<extra_id_0> Ekrem İmamoğlu <extra_id_1>
743,8372,2019,<extra_id_0> is the head of the government of Manila.,<extra_id_0> Joseph Estrada <extra_id_1>
744,8383,2019,<extra_id_0> is the head of the government of Memphis.,<extra_id_0> Jim Strickland <extra_id_1>
745,8390,2019,<extra_id_0> is the head of the government of Gujarat.,<extra_id_0> Vijay Rupani <extra_id_1>
746,8395,2019,<extra_id_0> is the head of the government of Lebanon.,<extra_id_0> Saad Hariri <extra_id_1>
747,8406,2019,<extra_id_0> is the head of the government of Austria.,<extra_id_0> Hartwig Löger <extra_id_1>
748,8417,2019,<extra_id_0> is the head of the government of St. Louis.,<extra_id_0> Lyda Krewson <extra_id_1>
749,8428,2019,<extra_id_0> is the head of the government of Hawaii.,<extra_id_0> David Ige <extra_id_1>
750,8438,2019,<extra_id_0> is the head of the government of Connecticut.,<extra_id_0> Ned Lamont <extra_id_1>
751,8444,2019,<extra_id_0> is the head of the government of Nashville.,<extra_id_0> David Briley <extra_id_1>
